"Date","Price","Return"
2018-03-09,53831,0.02136689
2018-03-12,54589,0.013982888
2018-03-13,54589,0
2018-03-14,55953,0.024679655
2018-03-15,55953,0
2018-03-16,56636,0.012132773
2018-03-19,56333,-0.005364316
2018-03-20,56105,-0.004055574
2018-03-21,55726,-0.006778111
2018-03-22,54589,-0.020614427
2018-03-23,52997,-0.029597089
2018-03-26,54513,0.028203897
2018-03-27,53831,-0.012589696
2018-03-28,53451,-0.007084163
2018-03-29,53831,0.007084163
2018-03-30,53451,-0.007084163
2018-04-02,56105,0.048459589
2018-04-03,56333,0.004055574
2018-04-04,55726,-0.010833685
2018-04-05,55726,0
2018-04-06,55726,0
2018-04-09,55953,0.004065228
2018-04-10,56484,0.00944536
2018-04-11,53982,-0.045306755
2018-04-12,53755,-0.004213972
2018-04-13,51480,-0.043243303
2018-04-16,49964,-0.029890637
2018-04-17,50798,0.016554238
2018-04-18,49130,-0.033387138
2018-04-19,46249,-0.060430004
2018-04-20,48523,0.04799807
2018-04-23,45187,-0.071228477
2018-04-24,45491,0.006705069
2018-04-26,44126,-0.030465326
2018-04-27,45491,0.030465326
2018-05-02,44126,-0.030465326
2018-05-03,45187,0.023760257
2018-05-04,44732,-0.010120306
2018-05-07,47083,0.051222873
2018-05-08,46249,-0.01787216
2018-05-09,45112,-0.024891556
2018-05-10,42837,-0.051746071
2018-05-11,43898,0.024466546
2018-05-14,44202,0.006901276
2018-05-15,44505,0.006831505
2018-05-16,43216,-0.029390745
2018-05-17,43064,-0.003523416
2018-05-18,42837,-0.005285166
2018-05-21,42230,-0.014271346
2018-05-22,40487,-0.042149934
2018-05-23,41321,0.02038991
2018-05-24,40411,-0.02226882
2018-05-25,37909,-0.063913474
2018-05-28,35483,-0.066134842
2018-05-29,37909,0.066134842
2018-05-30,39425,0.039211582
2018-05-31,41017,0.039586482
2018-06-01,43216,0.052224182
2018-06-04,44960,0.039562409
2018-06-05,44429,-0.011880796
2018-06-06,44808,0.008494286
2018-06-07,44505,-0.006785152
2018-06-08,45263,0.016888379
2018-06-11,44732,-0.011800793
2018-06-12,43974,-0.017090579
2018-06-13,45415,0.032243897
2018-06-14,44050,-0.030517095
2018-06-15,44732,0.015363777
2018-06-18,42837,-0.043286914
2018-06-19,42837,0
2018-06-20,44050,0.027923137
2018-06-21,43216,-0.019114555
2018-06-22,44505,0.029390745
2018-06-25,45036,0.011860628
